amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids
408-7242069-6677114	408-7242069-6677114	2025-01-28T13:16:53+00:00	2025-01-28T16:17:25+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		3.0					3.0	Dubai			AE	
171-7864145-4966761	171-7864145-4966761	2025-01-28T12:22:46+00:00	2025-01-28T16:15:51+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		3.0					3.0	Dubai			AE	
408-0126079-1010771	408-0126079-1010771	2025-01-28T10:04:50+00:00	2025-01-28T15:50:30+00:00	Shipped	Amazon	Amazon.ae		NextDay	Toshiba Canvio Ready external hard drive 4000 GB Black	HDTP340EK3CA	B08KLZ4KHX	Shipped	1	AED	379.0								Dubai	Province of Dubai	0000	AE	
405-4210457-2701169	405-4210457-2701169	2025-01-24T19:17:22+00:00	2025-01-28T15:42:05+00:00	Cancelled	Amazon	Amazon.ae		Standard	Lexar NM620 1TB SSD, M.2 2280 PCIe Gen3x4 NVMe 1.4 Internal SSD, Up to 3500MB/s Read, 3000MB/s Write, 3D NAND Flash Internal Solid State Drive for PC	LNM620X001T-RNNNG-1	B093CNPVX1	Cancelled	0										Abu Dhabi			AE	
402-3899128-3697930	402-3899128-3697930	2025-01-28T15:34:04+00:00	2025-01-28T15:40:38+00:00	Cancelled	Amazon	Amazon.ae		Expedited	SanDisk 2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-2T00-G25	SDSSDE81-2T00-G25	B08GV4YYV7	Cancelled	0										Dubai			AE	
406-4520765-9021169	406-4520765-9021169	2025-01-28T12:38:07+00:00	2025-01-28T15:36:47+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5		3.0					3.0	Dubai			AE	
403-4915176-3266764	403-4915176-3266764	2025-01-28T10:52:14+00:00	2025-01-28T15:17:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-2T00-G25	SDSSDE81-2T00-G25	B08GV4YYV7	Shipped	1	AED	695.0		1.5					1.5	Dubai			AE	
403-8745258-3433929	403-8745258-3433929	2025-01-28T12:39:59+00:00	2025-01-28T15:15:48+00:00	Shipped	Amazon	Amazon.ae		Expedited	LaCie Rugged USB-C, 1TB, Portable External Hard Drive, Drop, Shock, Dust, Rain Resistant, for Mac & PC (STFR1000800)	STFR1000800-1	B01N7BN0YF	Shipped	2	AED	620.0		3.0					3.0	Dubai			AE	
406-5702446-0618768	406-5702446-0618768	2025-01-28T06:01:17+00:00	2025-01-28T15:15:23+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Shipped	1	AED	1079.0		10.0					10.0	Dubai			AE	
407-3054129-8980331	407-3054129-8980331	2025-01-28T15:07:16+00:00	2025-01-28T15:11:32+00:00	Cancelled	Amazon	Amazon.ae		NextDay	Samsung 870 QVO SSD 1TB SATA 2.5 Inch Internal Solid State Drive MZ-77Q1T0BW	MZ-77Q1T0BW-1	B089QXQ1TV	Cancelled	0										Sharjah			AE	
171-4753103-2241157	171-4753103-2241157	2025-01-28T11:26:04+00:00	2025-01-28T15:00:47+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial BX500 SSD 500GB 3D NAND SATA Internal Solid State Drive 2.5 inch black/blue- CT500BX500SSD1	CT500BX500SSD1	B0B9BL9T4H	Shipped	1	AED	100.5		3.0					3.0	Abu Dhabi			AE	
406-3280429-0387501	406-3280429-0387501	2025-01-28T13:14:12+00:00	2025-01-28T14:59:44+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 1TB Extreme Pro microSD UHS I Card for 4K Video on Smartphones, Action Cams & Drones 200MB/s Read, 140MB/s Write, SDSQXCD 1T00 GN6MA, Red/Blac	SDSQXCD-1T00-GN6MA	B09X7CFLDF	Shipped	1	AED	378.0		3.0					3.0	Abu Dhabi			AE	
403-3597068-6174743	403-3597068-6174743	2025-01-28T11:34:12+00:00	2025-01-28T14:57:00+00:00	Cancelled	Amazon	Amazon.ae		Expedited	Lexar Internal NM620 M.2 2280 PCIe Gen3x4 NVMe Solid State Drive, Capacity 1TB	LNM620X001T-RNNNG	B08T6C3H24	Cancelled	0										Dubai			AE	
408-8489856-1567536	408-8489856-1567536	2025-01-28T08:33:22+00:00	2025-01-28T14:45:44+00:00	Shipped	Amazon	Amazon.ae		Standard	Lexar SODIMM DDR4 RAM 8GB 3200 MHz, 260-Pin SODIMM Laptop Memory, High Performance SO-DIMM, PC Laptop Computer Memory (LD4AS008G-B3200GSST)	LD4AS008G-B3200GSST	B09CMX639M	Shipped	1	AED	53.99								Dubai	Province of Dubai	0000	AE	
404-8023007-6456327	404-8023007-6456327	2025-01-28T14:20:33+00:00	2025-01-28T14:36:51+00:00	Cancelled	Amazon	Amazon.ae		NextDay	Seagate Exos X22 22TB 3.5 Inch Internal SATA 6Gb/s 512E/4K 7200RPM 512MB Cache Enterprise Hard Drive - ST22000NM001E	ST22000NM001E	B0C3B2MVLJ	Cancelled	0										Dubai			AE	
403-6465152-7336325	403-6465152-7336325	2025-01-28T10:38:21+00:00	2025-01-28T14:36:30+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial Basics 16GB DDR4 3200MT/s CL22 UDIMM 288-pin 1.2V Desktop Memory	CB16GU3200	B0CWLTHD1X	Shipped	1	AED	110.0		3.0					3.0	Ajman			AE	
171-9713260-2383510	171-9713260-2383510	2025-01-28T10:08:37+00:00	2025-01-28T14:35:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Verbatim Vi3000 PCIe NVMe M.2 SSD 512GB	VER-49374	B0BPJSL1XN	Shipped	2	AED	211.0		3.0					3.0	Dubai			AE	
408-4568713-8932326	408-4568713-8932326	2025-01-28T06:13:37+00:00	2025-01-28T14:34:27+00:00	Shipped	Amazon	Amazon.ae		Standard	Western Digital 1TB WD Blue SN580 NVMe Internal Solid State Drive SSD - Gen4 x4 PCIe 16Gb/s, M.2 2280, Up to 4,150 MB/s - WDS100T3B0E	WDS100T3B0E	B0C8XMH264	Shipped	1	AED	219.8		5.0					5.0	Dubai			AE	PAWS-V2-25040697017-91
406-4170180-0547538	406-4170180-0547538	2025-01-28T06:51:14+00:00	2025-01-28T14:30:23+00:00	Shipped	Amazon	Amazon.ae		Standard	Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.2 Gen1, Black	HDTB520EK3AA	B0BMGTK46D	Shipped	1	AED	259.0		10.0					10.0	Fujairah			AE	
405-7334057-9758728	405-7334057-9758728	2025-01-28T09:57:32+00:00	2025-01-28T14:25:56+00:00	Shipped	Amazon	Amazon.ae		Expedited	Transcend 1TB 2.5 inch USB 3.1 Military-Grade Shock Resistance Portable Hard Drive	TS1TSJ25M3-A03	B00T23N0QW	Shipped	1	AED	227.0		0.43					0.43	Ajman			AE	
408-6829894-5999525	408-6829894-5999525	2025-01-28T12:00:16+00:00	2025-01-28T14:25:50+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston 64GB DDR56000MTs CL40 DIMM (Kit of 2)	KF560C40BBAK2-64	B0BRTJ29H4	Shipped	1	AED	779.0		1.5					1.5	Dubai			AE	
408-1444841-3486732	408-1444841-3486732	2025-01-28T09:55:53+00:00	2025-01-28T14:22:25+00:00	Shipped	Amazon	Amazon.ae		Expedited	Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.2 Gen1, Black	HDTB520EK3AA	B0BMGTK46D	Shipped	1	AED	259.0		1.5					1.5	Dubai			AE	
403-0086107-5190716	403-0086107-5190716	2025-01-28T12:34:42+00:00	2025-01-28T14:15:22+00:00	Shipped	Amazon	Amazon.ae		Expedited	WD 2TB Elements Portable External Hard Drive USB 3.0 for PC - Black - WDBU6Y0020BBK-WESN	WDBU6Y0020BBK-WESN	B06W55K9N6	Shipped	1	AED	277.3		3.0					3.0	Dubai			AE	
406-1412970-8888324	406-1412970-8888324	2025-01-28T12:28:02+00:00	2025-01-28T14:14:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		3.0					3.0	Dubai			AE	
408-2800721-6591558	408-2800721-6591558	2025-01-28T09:17:22+00:00	2025-01-28T14:00:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		3.0					3.0	Dubai			AE	
404-4302809-3314731	404-4302809-3314731	2025-01-27T13:02:01+00:00	2025-01-28T13:58:00+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	65.0		1.43					1.43	Abu Dhabi			AE	PAWS-V2-25040697017-91
403-5694001-0564328	403-5694001-0564328	2025-01-28T07:06:02+00:00	2025-01-28T13:45:47+00:00	Shipped	Amazon	Amazon.ae		NextDay	Crucial Basics 8GB DDR4 3200MT/s CL22 SODIMM 260-pin 1.2V Laptop Memory	CB8GS3200	B0CWLSP9FG	Shipped	2	AED	124.0								Dubai			AE	
403-8568396-8637108	403-8568396-8637108	2025-01-25T06:38:19+00:00	2025-01-28T13:37:08+00:00	Cancelled	Amazon	Amazon.ae		Standard	Samsung 2TB 990 PRO with Heatsink PCIe Gen4 NVMe M.2 2280 Up to 7450 MB/s, 6900 MB/s	MZ-V9P2T0GW	B0BWNRPN59	Cancelled	0										Sharjah			AE	
406-3394168-2896341	406-3394168-2896341	2025-01-28T10:33:23+00:00	2025-01-28T13:15:45+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Shipped	1	AED	1117.0		10.0					10.0	Sharjah			AE	
404-5878790-7377942	404-5878790-7377942	2025-01-28T11:53:42+00:00	2025-01-28T12:55:05+00:00	Cancelled	Amazon	Amazon.ae		NextDay	"Lexar NS100 256GB 2.5"" SATA III Internal SSD, Solid State Drive, Up To 550MB/s Read (LNS100-256RB)"	LNS100-256RBEU	B07TNQXQ6N	Cancelled	0										Al Ain			AE	
404-3906005-0241922	404-3906005-0241922	2025-01-27T07:11:17+00:00	2025-01-28T12:09:55+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 1TB Portable SSD - Up to 550MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-1T00-G25	SDSSDE30-1T00-G25	B08RSH8YDJ	Shipped	1	AED	265.99		1.25					1.25	Dubai			AE	PAWS-V2-25040697017-91
408-1752504-7093951	408-1752504-7093951	2025-01-28T07:21:15+00:00	2025-01-28T12:05:42+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate IronWolf 8TB, NAS internal Hard Drive, HDD, 3.5 Inch, 7200 U/Min, CMR, 256 MB Cache, SATA 6 Gb/s, Modellnr: ST8000VN004	ST8000VN004	B07SZVVBBK	Shipped	1	AED	730.0								Dubai	Province of Dubai	0000	AE	
402-0142793-4946764	402-0142793-4946764	2025-01-28T00:58:22+00:00	2025-01-28T11:53:41+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.0		5.0					5.0	رأس الخيمة			AE	PAWS-V2-25040697017-91
408-8398184-1032363	408-8398184-1032363	2025-01-27T20:00:50+00:00	2025-01-28T11:15:47+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 1TB Portable SSD - Up to 550MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-1T00-G25	SDSSDE30-1T00-G25	B08RSH8YDJ	Shipped	1	AED	250.0		10.0					10.0	Dubai			AE	PAWS-V2-25040697017-91
402-2361869-7648333	402-2361869-7648333	2025-01-28T08:58:48+00:00	2025-01-28T10:21:07+00:00	Shipped	Amazon	Amazon.ae		Expedited	Logitech B100 Optical USB Mouse Black - Mouse, 800 dpi, USB, Optical (Black)	910-006605	B003L62T7W	Shipped	1	AED	29.0		1.0					1.0	Dubai			AE	
405-3893992-5785169	405-3893992-5785169	2025-01-28T07:51:27+00:00	2025-01-28T10:17:23+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5		3.0					3.0	Dubai			AE	
171-7332302-4589905	171-7332302-4589905	2025-01-28T07:53:16+00:00	2025-01-28T10:15:23+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial ct1000bx500ssd1 1tb bx500 2.5-inch serial ata 3d nand internal solid state drive, black	CT1000BX500SSD1	B07YD579WM	Shipped	1	AED	195.0		3.0					3.0	Dubai			AE	
171-8153404-5622739	171-8153404-5622739	2025-01-28T07:20:22+00:00	2025-01-28T10:12:47+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate One Touch with password, 5TB, portable external hard drive, PC, Notebook & Mac, USB 3.0, Black (STKZ5000400)	STKZ5000400	B094R15DYV	Shipped	1	AED	485.0		3.0					3.0	Dubai			AE	
405-5680053-2993150	405-5680053-2993150	2025-01-28T08:49:32+00:00	2025-01-28T10:10:22+00:00	Shipped	Amazon	Amazon.ae		Expedited	Western Digital My Passport 2TB Black USB 3.2 Gen 1	WDBYVG0020BBK-WESN	B07VTFN6HM	Shipped	1	AED	259.0		3.0					3.0	Dubai			AE	
405-2292149-9641110	405-2292149-9641110	2025-01-28T08:16:21+00:00	2025-01-28T10:10:21+00:00	Shipped	Amazon	Amazon.ae		Expedited	Replacement Battery Panasonic CGR-DU21 for DZ-MV350A, DZ-MV380A, NV-GS10,NV-GS30, NV-GS40, NV-GS50,NV-GS70	WDBPKJ0050BBK-WESN	B07VP5X239	Shipped	1	AED	444.0		3.0					3.0	Dubai			AE	
406-0676293-4836308	406-0676293-4836308	2025-01-28T06:05:05+00:00	2025-01-28T09:53:22+00:00	Shipped	Amazon	Amazon.ae		Expedited	Lexar NM620 M.2 256 Go PCI Express 3.0 3D TLC NAND NVMe	LNM620X256G-RNNNG	B08T6C75GF	Shipped	1	AED	79.0		1.5					1.5	Dubai			AE	
406-9389358-3312323	406-9389358-3312323	2025-01-28T07:27:02+00:00	2025-01-28T09:39:24+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial BX500 SSD 500GB 3D NAND SATA Internal Solid State Drive 2.5 inch black/blue- CT500BX500SSD1	CT500BX500SSD1	B0B9BL9T4H	Shipped	1	AED	100.5		3.0					3.0	Dubai			AE	
402-9051623-4619560	402-9051623-4619560	2025-01-27T13:55:47+00:00	2025-01-28T09:30:30+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 128GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black	SDSDXXD-128G-GN4IN	B09X7FXHVJ	Shipped	1	AED	65.0		3.34					3.34	Sharjah			AE	PAWS-V2-25040697017-91
407-9731580-6982711	407-9731580-6982711	2025-01-28T05:36:58+00:00	2025-01-28T09:28:31+00:00	Shipped	Amazon	Amazon.ae		Expedited	Kingston Fury Beast DDR5 2x16GB 5200Mhz CL40	KF552C40BBK2-32	B09KCLP63B	Shipped	1	AED	420.0		0.75					0.75	Abu Dhabi			AE	
407-2841331-8149954	407-2841331-8149954	2025-01-28T06:27:44+00:00	2025-01-28T09:25:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 2TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM2000400)	STKM2000400	B08ZJG6TVT	Shipped	1	AED	243.0		3.0					3.0	Dubai			AE	
407-9147848-5613141	407-9147848-5613141	2025-01-27T15:11:31+00:00	2025-01-28T09:23:57+00:00	Shipped	Amazon	Amazon.ae		NextDay	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0								Ras Al Khaimah			AE	
171-9805282-9243534	171-9805282-9243534	2025-01-28T07:23:56+00:00	2025-01-28T09:16:43+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		3.0					3.0	Dubai			AE	
402-1010457-5246737	402-1010457-5246737	2025-01-27T20:17:52+00:00	2025-01-28T08:55:04+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial BX500 SSD 500GB 3D NAND SATA Internal Solid State Drive 2.5 inch black/blue- CT500BX500SSD1	CT500BX500SSD1	B0B9BL9T4H	Shipped	1	AED	100.5		1.5					1.5	Dubai			AE	
402-8103029-2501935	402-8103029-2501935	2025-01-28T02:29:02+00:00	2025-01-28T08:52:42+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		1.5					1.5	Sharjah			AE	
402-8278294-7485103	402-8278294-7485103	2025-01-28T07:02:21+00:00	2025-01-28T08:51:25+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5		0.75					0.75	Abu Dhabi			AE	
404-7200596-0150714	404-7200596-0150714	2025-01-28T05:21:33+00:00	2025-01-28T08:47:44+00:00	Shipped	Amazon	Amazon.ae		NextDay	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Shipped	1	AED	1079.0		14.0						Abu Dhabi			AE	
407-1493456-8206769	407-1493456-8206769	2025-01-28T04:41:54+00:00	2025-01-28T08:45:38+00:00	Shipped	Amazon	Amazon.ae		Expedited	Crucial BX500 SSD 500GB 3D NAND SATA Internal Solid State Drive 2.5 inch black/blue- CT500BX500SSD1	CT500BX500SSD1	B0B9BL9T4H	Shipped	1	AED	100.5		0.37					0.37	Sharjah			AE	
404-3208824-0454729	404-3208824-0454729	2025-01-28T06:23:12+00:00	2025-01-28T08:45:22+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Shipped	1	AED	1079.0		18.0						Dubai			AE	
403-0361954-0365953	403-0361954-0365953	2025-01-28T07:37:33+00:00	2025-01-28T08:38:55+00:00	Cancelled	Amazon	Amazon.ae		Expedited	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Cancelled	0										Aali	Aali		BH	
402-7922912-2898769	402-7922912-2898769	2025-01-28T07:18:55+00:00	2025-01-28T08:35:18+00:00	Cancelled	Amazon	Amazon.ae		NextDay	Lexar SODIMM DDR4 RAM 8GB 3200 MHz, 260-Pin SODIMM Laptop Memory, High Performance SO-DIMM, PC Laptop Computer Memory (LD4AS008G-B3200GSST)	LD4AS008G-B3200GSST	B09CMX639M	Cancelled	0										Dubai			AE	
171-1984417-7760361	171-1984417-7760361	2025-01-28T06:30:10+00:00	2025-01-28T08:17:26+00:00	Shipped	Amazon	Amazon.ae		Expedited	"Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ"	WD43PURZ-1	B0C4X6RDV8	Shipped	2	AED	678.0		1.5					1.5	Dubai			AE	
405-2305211-3201957	405-2305211-3201957	2025-01-27T19:15:26+00:00	2025-01-28T08:02:02+00:00	Shipped	Amazon	Amazon.ae		NextDay	Hiksemi 1TB USB 3.2 Dual SSD Drive Type-A/Type-C 1000MB/s-RAPIDS Pro	HS-USB-S1000-1T-U3	B0D4VQJFTS	Shipped	1	AED	298.0								Umm Al Quwain			AE	
405-0571367-7678739	405-0571367-7678739	2025-01-27T18:32:55+00:00	2025-01-28T08:01:47+00:00	Shipped	Amazon	Amazon.ae		Standard	TOSHIBA Canvio Advance 1TB Portable External Hard Drive USB 3.0, Red - HDTCA10XR3AA	HDTCA10ER3AA-1	B08JKFHZKW	Shipped	1	AED	209.0		10.0					10.0	Sharjah			AE	PAWS-V2-25040697017-91
406-9992009-2414713	406-9992009-2414713	2025-01-27T19:42:18+00:00	2025-01-28T07:56:24+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones, 10 Y Warranty - SDSQUAC-256G-GN6MN	SDSQUAC-256G-GN6MN	B0BDYW3RN3	Shipped	1	AED	59.0		3.33					3.33	Abu Dhabi			AE	PAWS-V2-25040697017-91
403-0623025-2653122	403-0623025-2653122	2025-01-28T07:24:42+00:00	2025-01-28T07:26:43+00:00	Cancelled	Amazon	Amazon.ae		Expedited	SanDisk Extreme Pro 4TB Portable NVMe SSD, USB C, up to 2000MB/s, Ruggedised and Water Resistant SDSSDE81 4T00 G25, Blue, Extreme Pro, SDSSDE81 4T00 G	SDSSDE81-4T00-G25	B08RX3343D	Cancelled	0										Aali	Aali		BH	
402-4671382-5145139	402-4671382-5145139	2025-01-28T07:12:36+00:00	2025-01-28T07:14:14+00:00	Cancelled	Amazon	Amazon.ae		NextDay	Lexar SODIMM DDR4 RAM 8GB 3200 MHz, 260-Pin SODIMM Laptop Memory, High Performance SO-DIMM, PC Laptop Computer Memory (LD4AS008G-B3200GSST)	LD4AS008G-B3200GSST	B09CMX639M	Cancelled	0										Dubai			AE	
402-8657217-6934758	402-8657217-6934758	2025-01-28T01:48:34+00:00	2025-01-28T07:11:50+00:00	Shipped	Amazon	Amazon.ae		Expedited	"PNY CS900 250GB 3D NAND 2.5"" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-250-RB)"	SSD7CS900-250-RB	B07XZLW68F	Shipped	1	AED	69.0		1.0					1.0	Dubai			AE	
404-6792042-0057100	404-6792042-0057100	2025-01-28T00:11:55+00:00	2025-01-28T06:50:25+00:00	Shipped	Amazon	Amazon.ae		Expedited	kingston Fury Beast DDR5 RGB 16GB 6000MT/s DDR5 CL40 DIMM Desktop Gaming Memory Single Module KF560C40BBA 16	KF560C40BBA-16	B0B1QQHXCD	Shipped	2	AED	430.0		1.5					1.5	Ras Al Khaimah			AE	
406-0158127-3801144	406-0158127-3801144	2025-01-28T04:20:42+00:00	2025-01-28T06:46:28+00:00	Shipped	Amazon	Amazon.ae		Expedited	WD 2TB Elements Portable External Hard Drive USB 3.0 for PC - Black - WDBU6Y0020BBK-WESN	WDBU6Y0020BBK-WESN	B06W55K9N6	Shipped	1	AED	277.3		1.0					1.0	Sharjah			AE	
403-2828630-9735541	403-2828630-9735541	2025-01-28T04:03:09+00:00	2025-01-28T06:19:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Portable, 1TB, External Hard Drive, 2.5 Inch, USB 3.0, for Mac and PC (STKM1000400)	STKM1000400	B08ZJDWTJ1	Shipped	1	AED	185.0		3.0					3.0	Dubai			AE	
407-2192197-5536333	407-2192197-5536333	2025-01-28T03:58:03+00:00	2025-01-28T06:19:23+00:00	Shipped	Amazon	Amazon.ae		Expedited	Seagate Expansion Desktop 8TB USB 3.0 STKP8000400	STKP8000400	B093BWLBYY	Shipped	1	AED	579.0		3.0					3.0	Dubai			AE	
405-0416860-3279521	405-0416860-3279521	2025-01-27T22:59:54+00:00	2025-01-28T05:44:46+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 1TB Portable SSD - Up to 550MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-1T00-G25	SDSSDE30-1T00-G25	B08RSH8YDJ	Shipped	1	AED	250.0		3.0					3.0	Dubai			AE	
171-7052808-2175525	171-7052808-2175525	2025-01-27T22:08:27+00:00	2025-01-28T05:42:48+00:00	Shipped	Amazon	Amazon.ae		Expedited	SanDisk 1TB Portable SSD - Up to 550MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-1T00-G25	SDSSDE30-1T00-G25	B08RSH8YDJ	Shipped	1	AED	250.0		1.5					1.5	Dubai			AE	
403-5433422-7329927	403-5433422-7329927	2025-01-27T20:03:48+00:00	2025-01-28T05:29:28+00:00	Shipped	Amazon	Amazon.ae		Standard	Kingston NV2 NVMe PCIe 4.0 Internal SSD 2TB M.2 2280 -SNV2S/2000G	SNV2S/2000G	B0BDTC589G	Shipped	1	AED	354.0		5.0					5.0	Dubai			AE	PAWS-V2-25040697017-91
405-6194716-7106765	405-6194716-7106765	2025-01-27T18:54:25+00:00	2025-01-28T05:14:47+00:00	Shipped	Amazon	Amazon.ae		Standard	Kingston NV3 NVMe PCIe 4.0 Internal SSD 1TB M.2 2280-SNV3S/1000G	SNV3S/1000G	B0DBR3DZWG	Shipped	1	AED	184.0		10.0					10.0	Ras Al Khaimah			AE	PAWS-V2-25040697017-91
403-6359722-1537130	403-6359722-1537130	2025-01-27T18:52:25+00:00	2025-01-28T05:14:46+00:00	Shipped	Amazon	Amazon.ae		Standard	SanDisk 256GB Extreme PRO SDXC card + RescuePRO Deluxe, up to 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 256G GN4IN, Black	SDSDXXD-256G-GN4IN	B09X7CFXSX	Shipped	1	AED	117.5		10.0					10.0	Abu Dhabi			AE	
